marry,mæ'ri,<rdb>marry</rdb> Mary,"<rdb>～と結婚する</rdb<br>
be married (to A)　(Ａと)結婚している　　※ 状態を表す<br>
get married (to A)　(Ａと)結婚する (＝marry)",メアリー<rdb>と結婚する</rdb>,Stage1_Verbs2
marriage,mæ'riʤ,,(名) 結婚,,Stage1_Verbs2
married,mæ'rid,,(形) 結婚している，既婚の,,Stage1_Verbs2
protect,prətékt,<rdb>protect</rdb> children <rdi>from</rdi> danger,<rdb>～を守る</rdb>,危険から子供たち<rdb>を守る</rdb>,Stage1_Verbs2
protective,prətéktiv,,(形) 保護の，保護用の,,Stage1_Verbs2
protection,prətékʃən,,(名) 保護，保存，維持,,Stage1_Verbs2
affect,əfékt,Alcohol <rdb>affect</rdb>s the brain.,<rdb>～に影響する</rdb> (＝influence　～に作用する),アルコールは脳<rdb>に影響する</rdb>,Stage1_Verbs2
determine,ditə':rmin,<rdb>determin</rdb> your future,"<rdb>～を決定する</rdb>；決心する (＝decide )<br>
be determined to V　Ｖすることを決意している",君の未来<rdb>を決定する</rdb>,Stage1_Verbs2
determination,ditə`:rmənéiʃən,,(名) 決心，決定,,Stage1_Verbs2
solve,sɑ'lv,<rdb>solve</rdb> the problem,<rdb>～を解決する</rdb>,問題<rdb>を解決する</rdb>,Stage1_Verbs2
solution,səlú:ʃən,,(名) ① 解決(策)，解答　② 溶解，溶液,,Stage1_Verbs2
contain,kəntéin,Vegetables <rdb>contain</rdb> a lot of water.,"<rdb>～を含んでいる</rdb><br>
※ ｢ＳにＯが入っている｣ と訳せる",野菜はたくさんの水<rdb>を含んでいる</rdb>,Stage1_Verbs2
container,kəntéinər,,(名) 容器,,Stage1_Verbs2
discuss,diskʌ's,<rdb>discuss</rdb> the problem with him,"<rdb>～を議論する</rdb> (＝talk about)<br>
※ argue は自分の意見を主張すること<br>
　　discuss は違った意見を出し合って話すこと",彼とその問題<rdb>を議論する</rdb>,Stage1_Verbs2
discussion,diskʌ'ʃən,,(名) 討論，議論,,Stage1_Verbs2
ignore,ignɔ':r,<rdb>ignore</rdb> the doctor's advice,<rdb>～を無視する</rdb>,医者の忠告<rdb>を無視する</rdb>,Stage1_Verbs2
guess,gés,<rdb>guess</rdb> how old she is,"<rdb>～を推測する</rdb>；～と考える (＝suppose)<br>
(名) 推測",彼女の年を<rdb>推測する</rdb>,Stage1_Verbs2
exchange,iksʧéinʤ,<rdb>exchange</rdb> yen <rdi>for</rdi> dollars,"交換する<br>
exchange A for B　ＡをＢに交換する",円をドルに<rdb>交換する</rdb>,Stage1_Verbs2
satisfy,sæ'tisfài,<rdb>satisfy</rdb> the needs of students,"<rdb>～を満たす</rdb>，～を満足させる<br>
be satisfied with A　<人が> Ａに満足している",学生の要求を<rdb>満たす</rdb>,Stage1_Verbs2
satisfaction,sæ`tisfæ'kʃən,,(名) 満足,,Stage1_Verbs2
satisfactory,sæ`tisfæ'ktəri,,(形) <人にとって> 満足な，十分な,,Stage1_Verbs2
complain,kəmpléin,<rdb>complain</rdb> <rdi>about</rdi> tne noise,"<rdb>苦情を言う</rdb>，不満を言う<br>
compain (to A) about [of] B　(Ａに) Ｂのことで不満を言う",騒音の事で<rdb>苦情を言う</rdb>,Stage1_Verbs2
complaint,kəmpléint,,(名) 苦情，不満,,Stage1_Verbs2
achieve,əʧí:v,finally <rdb>achieve</rdb> the goal,<rdb>～を達成する</rdb>；～を完成する,ついに目標<rdb>を達成する</rdb>,Stage1_Verbs2
enable,inéibl,<rdb>enable</rdb> people <rdi>to</rdi> live longer,"<rdb>～を可能にする</rdb><br>
enable A to V　ＡがＶすることを可能にする<br>
＝make it possible for A to V<br>
※ ｢ＳのおかげでＡはＶできる｣ と訳すことも多い",人々の長寿<rdb>を可能にする</rdb>,Stage1_Verbs2
intend,inténd,<rdb>intend</rdb> <rdi>to</rdi> live in America,<rdb>つもりだ</rdb>；～を意図する,アメリカに住む<rdb>つもりだ</rdb>,Stage1_Verbs2
intention,inténʃən,,(名) 意図,,Stage1_Verbs2
intentional,inténʃənl,,(形) 意図的な,,Stage1_Verbs2
obtain,əbtéin,<rdb>obtain</rdb> information about him,"<rdb>～を得る</rdb><br>
※ get より堅い語",彼に関する情報<rdb>を得る</rdb>,Stage1_Verbs2
divide,diváid,<rdb>divide</rdb> the cake <rdi>into</rdi> six pieces,"<rdb>分割する</rdb><br>
(名) 格差，分離<br>
digital divide　情報格差",ケーキを６個に<rdb>分割する</rdb>,Stage1_Verbs2
division,divíʒən,,(名) 分割，部門,,Stage1_Verbs2
annoy,ənɔ'i,The noise <rdb>annoy</rdb>s me,<rdb>～を苛立たせる</rdb>,その音が私を<rdb>苛立たせる</rdb>,Stage1_Verbs2
annoyed,ənɔ'id,,(形) <人が> 苛立っている (+by，with，at),,Stage1_Verbs2
annoying,ənɔ'iiŋ,,(形) <人を> 苛立たせる,,Stage1_Verbs2
annoyance,ənɔ'iəns,,(名) 苛立ち (の原因),,Stage1_Verbs2
differ,dífər,My opinion <rdb>differ</rdb>s from hers.,"<rdb>異なる</rdb><br>
differ from A　Ａと異なる；Ａと違う<br>
differ in A　　　Ａの点で異なる",私の考えは彼女と<rdb>異なる</rdb>,Stage1_Verbs2
different,díf(ə)rənt,,(形) 違った,,Stage1_Verbs2
difference,díf(ə)rəns,,(名) 違い,,Stage1_Verbs2
differentiate,dìfərénʃièit,,(動) ～を区別する (＝distinguish),,Stage1_Verbs2
educate,éʤukèit,how to <rdb>educate</rdb> children,<rdb>～を教育する</rdb>,子供<rdb>を教育する</rdb>方法,Stage1_Verbs2
education,èʤukéiʃən,,(名) 教育,,Stage1_Verbs2
educational,èʤukéiʃənl,,(形) 教育に関する,,Stage1_Verbs2
educated,éʤukèitid,,(形) 教育を受けた，教養のある,,Stage1_Verbs2
borrow,bɑ'rou,<rdb>borrow</rdb> a book <rdi>from</rdi> a friend,"<他の人の所有物を> <rdb>～を借りる</rdb> ⇔ lend　～を貸す<br>
<有利子の貸付金を> ～を借りる<br>
※ borrow は ｢～を無料で借りて持って行く｣ が普通。動かせない物を一時的に借りるときは<br>
　　Can I use～ ? がよい",友達から本<rdb>を借りる</rdb>,Stage1_Verbs2
invent,invént,<rdb>invent</rdb> a time machine,<rdb>～を発明する</rdb>；～を作り出す (＝make up),タイムマシン<rdb>を発明する</rdb>,Stage1_Verbs2
invention,invénʃən,,(名) 発明,,Stage1_Verbs2
inventor,invéntər,,(名) 考案者，発明家,,Stage1_Verbs2
inventive,invéntiv,,(形) 発明の才がある,,Stage1_Verbs2
promote,prəmóut,<rdb>promote</rdb> economic growth,"<rdb>～を促進する</rdb><br>
be promoted　昇進する",経済成長<rdb>を促進する</rdb>,Stage1_Verbs2
promotion,prəmóuʃən,,(名) 昇進；促進,,Stage1_Verbs2
advise,ædváiz,<rdb>advice</rdb> him <rdi>to</rdi> eat vegetables,<rdb>～に忠告する</rdb>；～に助言する,野菜を食べるよう彼<rdb>に忠告する</rdb>,Stage1_Verbs2
advice,ædváis,,"(名) 助言，忠告，アドバイス　　※ 不可算名詞<br>
(例) He game me a lot of advice.",,Stage1_Verbs2
retire,ritáiər,<rdb>reture</rdb> <rdi>form</rdi> work at sixty,"<rdb>辞める</rdb>，退職する，引退する<br>
※ 定年で退職するときに retire を使用する<br>
　　単に仕事を辞めるは quit one's job",60歳で仕事を<rdb>辞める</rdb>,Stage1_Verbs2
retirement,ritáiərmənt,,(名) 退職，引退,,Stage1_Verbs2
permit,pə':rmit,<rdb>permit</rdb> him <rdi>to</rdi> go out,"<rdb>～を許す</rdb>；～を許可する<br>
permit A to V　ＡがＶするのを許す<br>
＝allow A to V",彼に外出すること<rdb>を許す</rdb>,Stage1_Verbs2
permission,pərmíʃən,,(名) 許可,,Stage1_Verbs2
recommend,rèkəménd,<rdb>recommend</rdb> this book <rdi>to</rdi> you,"<rdb>～を勧める</rdb><br>
recommend that S＋(should) 原形V　Ｖするよう勧める",あなたにこの本<rdb>を勧める</rdb>,Stage1_Verbs2
recommendation,rèkəmendéiʃən,,(名) 推薦(状),,Stage1_Verbs2
apologize,əpɑ'ləʤàiz,<rdb>apologize</rdb> <rdi>to</rdi> him <rdi>for</rdi> being late,"<rdb>謝る</rdb><br>
apologize (to A) for B　(Ａに) Ｂのことで謝る",遅れたことを彼に<rdb>謝る</rdb>,Stage1_Verbs2
apology,əpɑ'ləʤi,,(名) 謝罪,,Stage1_Verbs2
inform,infɔ':rm,<rdb>inform</rdb> him <rdi>of</rdi> his son's success,"<rdb>～に知らせる</rdb><br>
inform A of [about] B　ＡにＢのことを知らせる<br>
inform A that～　　　　　 Ａに～のことを知らせる",息子の成功を彼<rdb>に知らせる</rdb>,Stage1_Verbs2
information,ìnfərméiʃən,,(名) 情報　　※ 不可算名詞,,Stage1_Verbs2
oppose,əpóuz,<rdb>oppose</rdb> their marrage,"<rdb>～に反対する</rdb> (＝object to)<br>
be oppsosed to A　Ａに反対している",彼らの結婚<rdb>に反対する</rdb>,Stage1_Verbs2
opposite,ɑ'pəzit,,"(形) 正反対の，逆の<br>
(前) ～に向き合って，～の向こう側に",,Stage1_Verbs2
opposition,ɑ`pəzíʃən,,(名) 反対，対立，抵抗,,Stage1_Verbs2
trust,trʌ'st,<rdb>trust</rdb> an old friend,"<rdb>～を信用する</rdb><br>
(名) 信用，信頼",古い友達<rdb>を信用する</rdb>,Stage1_Verbs2
distrust,distrʌ'st,,"(動) ～を疑う<br>
(名) 不信",,Stage1_Verbs2
select,silékt,<rdb>select</rdb> the best answer,<rdb>～を選ぶ</rdb>,最良の答え<rdb>を選ぶ</rdb>,Stage1_Verbs2
selection,silékʃən,,(名) 選択,,Stage1_Verbs2
selective,siléktiv,,(形) 選択の，注意深く選ぶ,,Stage1_Verbs2
praise,préiz,<rdb>praise</rdb> him <rdi>for</rdi> his word,"<rdb>～をほめる</rdb><br>
(名) ほめること，賞賛",仕事のことで彼<rdb>をほめる</rdb),Stage1_Verbs2
handle,hæ'ndl,how to <rdb>handle</rdb> problems,"<rdb>～に対処する</rdb>；～に触る<br>
(名) 取っ手",そう問題<rdb>に対処する</rdb>べきか,Stage1_Verbs2
propose,prəpóuz,<rdb>propose</rdb> a new way,"<rdb>～を提案する</rdb><br>
propose (to A) that S＋(should) 原形V　(Ａに) ～と提案する<br>
※ <b>×</b> propose A to V<br>
※ suggest より堅い語<br>
(例) Chef's Suggestions　シェフのおすすめ<br>
　　　 marrage proposal　　結婚の申し込み",新しいやり方<rdb>を提案する</rdb>,Stage1_Verbs2
proposal,prəpóuz(ə)l,,(名) 申し込み，提案，プロポーズ,,Stage1_Verbs2
proposition,prɑ`pəzíʃən,,(名) 提案，申し込み,,Stage1_Verbs2
breathe,brí:ð,<rdb>breathe</rdb> fresh air,<rdb>～を呼吸する</rdb>,新鮮な空気<rdb>を呼吸する</rdb>,Stage1_Verbs2
breath,bréθ,,(名) 息，呼吸,,Stage1_Verbs2
criticize,krítəsàiz,<rdb>criticize</rdb> him <rdi>for</rdi> being late,<rdb>～を非難する</rdb>，～を批判する (＝find fault with),遅刻したことで彼<rdb>を非難する</rdb>,Stage1_Verbs2
criticism,krítəsìzm,,(名) 批判，避難；批評,,Stage1_Verbs2
critic,krítik,,(名) 批評家，評論家,,Stage1_Verbs2
overcome,òuvəkʌ'm,<rdb>overcome</rdb> difficulties,<rdb>～に打ち勝つ</rdb>，～を克服する,困難<rdb>に打ち勝つ</rdb>,Stage1_Verbs2
possess,pəzés,<rdb>possess</rdb> great power,"<rdb>～を持っている</rdb> (＝have，own)<br>
※ 進行形にならない",大きな力<rdb>を持っている</rdb>,Stage1_Verbs2
possession,pəzéʃən,,(名) 所有，所有物,,Stage1_Verbs2
predict,pridíkt,<rdb>predict</rdb> the future,<rdb>～を予言する</rdb>，～を予測する,未来<rdb>を予言する</rdb>,Stage1_Verbs2
prediction,pridíkʃən,,(名) 予言，予測,,Stage1_Verbs2
publish,pʌ'bliʃ,<rdb>publish</rdb> a book,<rdb>～を出版する</rdb>；～を発表する,本<rdb>を出版する</rdb>,Stage1_Verbs2
publication,pʌ`bləkéiʃən,,(名) 出版(物)，発表,,Stage1_Verbs2
floating,flóutiŋ,leaves <rdb>floating</rdb> on the river,<rdb>浮かぶ</rdb>；～を浮かべる,川面に<rdb>浮かぶ</rdb>木の葉,Stage1_Verbs2
recall,rikɔ':l,<rdb>recall</rdb> the good old days,<rdb>～を思い出す</rdb> (＝remember),古き良き時代<rdb>を思い出す</rdb>,Stage1_Verbs2
explore,iksplɔ':r,<rdb>explore</rdb> the Amazon River,<rdb>～を探検する</rdb>，～を探求する,アマゾン川<rdb>を探検する</rdb>,Stage1_Verbs2
exploration,èkspləréiʃən,,(名) 探検，探求,,Stage1_Verbs2
pretend,priténd,<rdb>pretend</rdb> <rdi>to</rdi> be asleep,"<rdb>ふりをする</rdb> (＝make believe)<br>
※ <b>×</b> ＋Ving",眠っている<rdb>ふりをする</rdb>,Stage1_Verbs2
absorb,æbsɔ':rb,<rdb>absorb</rdb> a lot of water,"<rdb>～を吸収する</rdb><br>
be absorbed in A　Ａに没頭する",大量の水<rdb>を吸収する</rdb>,Stage1_Verbs2
absorption,æbsɔ':rpʃən,,(名) 吸収；没頭，熱中,,Stage1_Verbs2
resemble,rizémbl,He <rdb>resemble</rdb>s his father.,<rdb>～に似ている</rdb>,彼を父親<rdb>に似ている</rdb>,Stage1_Verbs2
resemblance,rizémbləns,,(名) 類似，似ていること,,Stage1_Verbs2
tear,téər,tear the letter to pieces,"<rdb>～を引き裂く</rdb>；裂ける<br>
(名) 涙  tíər",ずたずたに手紙<rdb>を引き裂く<rdi>,Stage1_Verbs2
consume,kənsú:m,<rdb>consume</rdb> a lot of energy,<rdb>～を消費する</rdb>,多量のエネルギー<rdb>を消費する</rdb>,Stage1_Verbs2
consumption,kənsʌ'mpʃən,,(名) 消費,,Stage1_Verbs2
consumer,kənsú:mər,,(名) 消費者,,Stage1_Verbs2
time-consuming,táimkənsù:miŋ,,(形) 時間がかかる,,Stage1_Verbs2
compete,kəmpí:t,<rdb>compete</rdb> <rdi>with</rdi> him <rdi>for</rdi> the gold medal,<rdb>競争する</rdb；匹敵する,金メダルを目指して彼と<rdb>競争する</rdb>,Stage1_Verbs2
competition,kɑ`mpətíʃən,,(名) 競争,,Stage1_Verbs2
competitive,kəmpétətiv,,(形) 競争が激しい；競争力がある,,Stage1_Verbs2
competitor,kəmpétətər,,(名) 競争相手,,Stage1_Verbs2
quit,kwít,<rdb>quit</rdb> smok<rdi>ing</rdi>,"<rdb>～をやめる</rdb> (＝give up，stop)<br>
※ stop と同様に 動名詞を目的語にとる",タバコ<rdb>をやめる</rdb>,Stage1_Verbs2
announce,ənáuns,<rdb>announce</rdb> a new plan,<rdb>～を発表する</rdb>，～を知らせる,新しい計画<rdb>を発表する</rdb>,Stage1_Verbs2
announcement,ənáunsmənt,,(名) 発表，通知,,Stage1_Verbs2
react,riæ'kt,<rdb>react</rdb> quickly <rdi>to</rdi> light,<rdb>反応する</rdb>；反発する,光にすばやく<rdb>反応する</rdb>,Stage1_Verbs2
reaction,riæ'kʃən,,(名) 反応；反作用,,Stage1_Verbs2
wander,wɑ'ndər,<rdb>wander</rdb> around the streets,<rdb>歩き回る</rdb>，ぶらつく,街を<rdb>歩き回る</rdb>,Stage1_Verbs2
text,tékst,Don't <rdb>text</rdb> while driving.,"<rdb>メールを送る</rdb><br>
(名) テキスト，文書<br>
text message　(携帯電話の)メール",運転中<rdb>にメール</rdb>を送るな,Stage1_Verbs2
generate,ʤénərèit,<rdb>generate</rdb> electricity,<rdb>～を生み出す</rdb>,電力<rdb>を生み出す</rdb>,Stage1_Verbs2
score,skɔ':r,score 10 goals,"<rdb>～を取る</rdb>；～を得点する<br>
scores of A　たくさんのＡ<br>　　※ score には 20 の意味があり、そこから派生した表現<br>
(名) 得点",10点<rdb>を取る</rdb>,Stage1_Verbs2
